fips,pop_estimate,percent_white,percent_black,percent_native_american,percent_asian,percent_nhpi,percent_multi,percent_nonwhite_hispanic
37103,9776,66.00,30.50,0.30,0.20,0.00,1.20,0.01
37105,59805,72.20,19.10,0.70,1.00,0.00,0.70,0.05
37107,57934,55.10,39.30,0.40,0.60,0.10,1.20,0.02
37109,80504,88.60,5.40,0.20,0.50,0.00,0.50,0.04
37111,45069,91.30,3.80,0.40,0.70,0.00,0.40,0.02
37113,34160,93.10,1.30,0.60,0.80,0.00,0.40,0.03
37115,21347,96.00,1.90,0.40,0.60,0.00,0.30,0.00
37117,23227,54.40,41.90,0.40,1.20,0.20,0.60,0.01
37119,1034290,55.10,31.20,0.30,5.50,0.10,0.20,0.06
37121,15155,96.50,0.30,0.60,0.20,0.00,0.60,0.01
37123,27445,77.10,18.60,0.20,1.50,0.00,0.70,0.02
37125,94191,82.70,12.50,0.90,1.20,0.00,0.60,0.01
37127,94125,53.20,39.30,0.70,1.00,0.00,0.50,0.04
37129,219866,80.90,14.20,0.30,1.30,0.10,0.30,0.01
37131,20426,39.70,57.10,0.70,0.30,0.00,0.90,0.01
37133,192685,74.70,14.30,0.50,2.10,0.30,0.80,0.04
37135,141812,74.70,11.60,0.40,7.70,0.00,0.40,0.03
37137,12803,75.60,18.60,0.60,0.20,0.70,0.90,0.02
37139,39546,58.80,36.30,0.10,1.70,0.30,0.90,0.01
37141,57630,76.80,15.70,0.40,0.50,0.10,0.60,0.04
37143,13506,73.40,24.20,0.20,0.30,0.10,0.60,0.01
37145,39240,68.10,27.10,0.80,0.20,0.00,0.70,0.03
37147,176484,57.70,34.60,0.20,1.70,0.00,0.40,0.03
37149,20434,91.70,5.20,0.20,0.40,0.00,0.70,0.02
37151,142827,84.90,6.30,0.40,1.10,0.00,0.30,0.06
37153,45447,62.80,31.20,1.90,1.00,0.00,0.70,0.01
37155,134187,29.00,24.10,38.90,0.70,0.00,0.40,0.05
37157,91566,75.90,18.60,0.50,0.60,0.10,0.40,0.03
37159,138940,77.70,16.20,0.20,0.90,0.00,0.40,0.03
37161,66523,86.10,10.10,0.50,0.50,0.00,0.50,0.02
37163,63664,63.60,25.30,1.90,0.50,0.00,0.60,0.07
37165,35445,44.90,38.70,11.20,0.70,0.00,0.70,0.02
37167,60875,84.10,11.10,0.30,1.90,0.00,0.40,0.01
37169,46124,93.20,4.00,0.30,0.40,0.00,0.60,0.01
37171,72315,91.50,3.70,0.40,0.60,0.00,0.40,0.03
37173,14208,63.90,0.50,29.70,0.40,0.00,2.00,0.04
37175,33291,90.50,4.10,0.40,0.70,0.00,0.50,0.02
37177,4090,55.10,35.70,1.40,0.40,0.00,2.40,0.06
37179,222095,81.50,11.50,0.30,2.40,0.00,0.30,0.02
37181,44420,44.00,50.00,1.70,0.50,0.00,0.80,0.04
37183,1023811,66.50,20.40,0.40,6.50,0.00,0.20,0.04
37185,20190,40.10,50.40,5.10,0.50,0.00,1.00,0.02
37187,12331,46.90,48.20,0.10,0.20,0.00,2.10,0.03
37189,53421,93.90,1.60,0.30,0.80,0.10,0.40,0.01
37191,124496,61.00,30.40,0.30,1.20,0.00,0.60,0.04
37193,68525,91.10,4.20,0.30,0.50,0.10,0.50,0.03
37195,81379,50.80,39.70,0.60,0.80,0.00,0.50,0.07
37197,37825,90.80,3.40,0.10,0.10,0.10,0.60,0.05
37199,17605,96.00,0.80,0.50,0.20,0.10,0.50,0.02
38001,2368,93.50,1.60,1.10,2.60,0.00,0.50,0.00
38003,10971,94.00,0.90,2.00,0.50,0.10,0.70,0.01
38005,6875,41.50,0.00,56.10,0.10,0.00,0.60,0.01
38007,983,94.40,0.90,0.60,0.00,0.00,3.20,0.04
38009,6651,93.30,0.90,2.40,0.30,0.00,1.00,0.01
38011,3226,95.40,0.10,1.20,0.00,0.00,0.70,0.02
38013,2253,94.40,0.40,2.80,0.00,0.00,1.30,0.01
38015,92372,91.60,1.80,3.80,0.70,0.00,0.40,0.00
38017,170620,88.50,4.30,1.00,2.90,0.00,0.40,0.01
38019,3817,95.70,0.30,1.10,0.00,0.00,0.80,0.01
38021,5041,96.40,1.40,1.10,0.40,0.00,0.80,0.01
38023,2378,93.70,1.00,1.10,1.50,0.00,1.30,0.01
38025,4349,84.30,1.00,10.10,1.40,0.20,0.80,0.02
38027,2321,91.00,0.00,5.60,0.00,0.10,1.90,0.00
38029,3389,97.00,0.00,0.10,0.90,0.00,0.80,0.00
38031,3318,97.10,0.20,0.90,0.20,0.00,0.80,0.00
38033,1892,95.50,0.00,0.80,0.00,0.00,3.20,0.00
38035,70130,87.80,3.40,2.50,2.60,0.10,0.50,0.01
38037,2387,97.30,0.10,1.40,0.10,0.00,0.80,0.00
38039,2276,96.20,1.40,0.90,0.00,0.00,0.90,0.00
38041,2601,92.50,0.70,2.60,0.00,0.20,1.20,0.02
38043,2457,96.80,0.50,0.20,0.20,0.00,0.60,0.02
38045,4106,98.00,0.10,0.70,0.00,0.00,0.60,0.00
38047,1932,97.90,0.10,0.30,0.30,0.00,0.80,0.00
38049,5951,97.00,0.20,1.60,0.10,0.00,0.50,0.00
38051,2680,97.30,0.00,0.30,1.00,0.00,0.70,0.00
38053,11679,82.80,0.60,13.30,0.60,0.00,0.80,0.02
38055,9607,91.00,0.70,6.60,0.00,0.00,0.40,0.01
38057,8637,94.40,0.90,2.70,0.40,0.00,0.20,0.01
38059,30059,92.60,0.60,4.10,0.10,0.00,0.80,0.01
38061,9986,65.90,1.10,26.90,0.40,0.00,1.60,0.04
38063,2971,98.00,0.10,0.30,0.00,0.00,0.40,0.01
38065,1822,93.90,0.40,4.00,0.40,0.00,1.20,0.01
38067,7050,94.40,0.20,2.30,0.50,0.00,0.60,0.00
38069,4272,95.10,0.80,3.60,0.00,0.00,0.40,0.00
38071,11574,85.50,0.60,9.60,0.60,0.00,1.50,0.02
38073,5411,96.60,0.70,0.20,0.60,0.00,1.10,0.00
38075,2543,96.40,0.50,0.50,0.50,0.00,0.90,0.01
38077,16333,93.10,0.50,2.70,0.40,0.00,0.50,0.02
38079,14657,18.90,0.50,78.20,0.30,0.00,0.60,0.00
38081,3883,96.00,1.00,0.90,0.40,0.00,0.80,0.00
38083,1403,97.90,0.00,0.40,0.00,0.00,1.00,0.00
38085,4420,12.60,0.00,83.90,0.00,0.00,1.10,0.04
38087,674,93.00,5.90,0.00,0.00,0.00,1.10,0.00
38089,30316,92.20,1.80,1.20,1.20,0.00,0.70,0.02
38091,1915,99.40,0.00,0.00,0.00,0.00,1.00,0.01
38093,21058,93.60,1.10,1.50,0.60,0.10,0.70,0.02
38095,2258,91.70,0.00,3.80,0.10,0.00,2.50,0.00
38097,8050,94.60,1.00,1.00,0.20,0.20,0.60,0.01
38099,10920,92.10,0.40,2.40,1.00,0.00,0.40,0.04
38101,69628,87.80,3.70,2.40,1.50,0.10,0.70,0.02
38103,4089,98.10,0.00,0.40,0.00,0.00,1.30,0.01
38105,32916,85.20,3.40,2.80,0.70,0.00,1.10,0.04
39001,27926,97.50,0.40,0.60,0.20,0.00,0.30,0.00
39003,104157,83.10,11.80,0.20,0.70,0.00,0.40,0.01
39005,53299,96.90,0.80,0.00,0.60,0.00,0.20,0.00
39007,98622,92.90,3.70,0.20,0.50,0.00,0.30,0.01
39009,65563,90.90,2.60,0.30,2.90,0.10,0.40,0.01
39011,45778,97.00,0.40,0.20,0.60,0.10,0.20,0.01
39013,68889,93.40,4.20,0.30,0.40,0.00,0.30,0.00
39015,43799,97.20,0.80,0.20,0.30,0.00,0.20,0.00
39017,375702,85.40,7.90,0.20,2.90,0.10,0.30,0.01
39019,27825,97.40,0.90,0.10,0.40,0.10,0.60,0.00
39021,39005,94.50,1.60,0.10,0.50,0.10,0.30,0.01
39023,135520,86.60,8.20,0.20,0.60,0.10,0.40,0.01
39025,202166,95.40,1.40,0.20,1.20,0.00,0.20,0.00
39027,41869,94.20,2.20,0.10,0.40,0.00,0.40,0.01
39029,104584,95.00,2.20,0.20,0.20,0.00,0.30,0.01
39031,36602,96.80,1.10,0.20,0.30,0.00,0.30,0.00
39033,42231,96.90,0.90,0.10,0.40,0.00,0.30,0.00
39035,1257401,63.00,29.60,0.30,2.80,0.00,0.10,0.02
39037,51919,97.50,0.80,0.20,0.30,0.00,0.30,0.00
39039,38311,91.00,1.90,0.40,0.40,0.00,0.70,0.05
39041,193024,88.40,3.40,0.10,5.50,0.00,0.20,0.00
39043,75369,86.10,8.50,0.20,0.60,0.00,0.60,0.02
39045,151526,88.30,7.20,0.10,1.60,0.00,0.40,0.01
39047,28659,94.00,2.00,0.00,0.80,0.10,0.40,0.01
39049,1253507,67.70,22.00,0.20,4.80,0.00,0.20,0.02
39051,42296,93.70,0.30,0.20,0.40,0.10,0.50,0.04
39053,30203,94.50,2.80,0.50,0.70,0.10,0.60,0.00
39055,93895,96.70,1.20,0.10,0.60,0.00,0.20,0.00
39057,164825,86.20,6.90,0.10,3.00,0.00,0.40,0.01
39059,39414,95.70,1.30,0.20,0.30,0.00,0.40,0.00
39061,808703,67.90,25.70,0.10,2.50,0.10,0.20,0.01
39063,75508,92.60,1.40,0.10,1.80,0.00,0.50,0.02
39065,31576,96.30,0.70,0.00,0.80,0.00,0.30,0.01
39067,15397,95.90,2.00,0.10,0.50,0.00,0.60,0.00
39069,27463,94.60,0.60,0.20,0.40,0.00,0.40,0.03
39071,43031,96.00,1.40,0.20,0.40,0.00,0.40,0.00
39073,28547,97.10,1.00,0.00,0.20,0.00,0.30,0.00
39075,43808,98.50,0.20,0.00,0.20,0.00,0.30,0.00
39077,58497,94.40,1.60,0.10,0.20,0.00,0.30,0.02
39079,32624,96.90,0.80,0.00,0.10,0.10,0.40,0.00
39081,67349,91.40,5.70,0.10,0.40,0.00,0.40,0.00
39083,60945,96.60,1.00,0.10,0.40,0.00,0.30,0.00
39085,229701,91.80,3.90,0.10,1.20,0.00,0.30,0.01
39087,61057,95.40,1.90,0.00,0.50,0.00,0.30,0.00
39089,170678,92.40,3.60,0.10,1.00,0.00,0.30,0.00
39091,45323,94.90,1.70,0.20,0.70,0.00,0.30,0.00
39093,305405,85.20,8.40,0.30,1.00,0.00,0.30,0.03
39095,433404,72.40,19.00,0.30,1.80,0.00,0.30,0.04
39097,43732,90.50,5.80,0.30,1.10,0.00,0.50,0.00
39099,231857,80.10,15.20,0.30,0.80,0.00,0.30,0.02
39101,65483,89.80,5.30,0.20,0.50,0.00,0.40,0.01
39103,176362,95.60,1.50,0.10,1.20,0.00,0.20,0.01
39105,23234,97.40,1.20,0.10,0.00,0.00,0.30,0.00
39107,40723,97.10,0.70,0.00,0.40,0.40,0.20,0.00
39109,104081,94.10,2.10,0.10,1.30,0.00,0.40,0.00
39111,14239,99.30,0.10,0.00,0.10,0.00,0.30,0.00
39113,531987,73.20,20.60,0.20,2.00,0.00,0.20,0.01
39115,14773,93.20,3.40,0.10,0.20,0.00,0.70,0.00
39117,34935,97.30,0.70,0.10,0.00,0.00,0.50,0.00
39119,85933,92.10,3.10,0.20,0.40,0.00,0.40,0.01
39121,14498,92.40,5.40,0.10,0.10,0.00,0.70,0.01
39123,40769,95.50,1.10,0.10,0.20,0.00,0.40,0.02
39125,18951,95.00,0.80,0.20,0.40,0.10,0.50,0.02
39127,35983,97.40,0.40,0.20,0.20,0.00,0.40,0.00
39129,57075,93.40,3.30,0.20,0.40,0.00,0.40,0.01
39131,28291,95.90,1.20,0.40,0.10,0.00,0.70,0.01
39133,162080,91.00,4.10,0.10,1.90,0.00,0.30,0.01
39135,41328,97.20,0.50,0.20,0.40,0.00,0.40,0.00
39137,34037,94.70,0.40,0.00,0.20,0.00,0.30,0.04
39139,121533,86.80,7.80,0.10,0.80,0.00,0.50,0.01
39141,77125,90.30,5.20,0.00,0.60,0.00,0.40,0.01
39143,59559,89.90,2.80,0.20,0.30,0.00,0.50,0.05
39145,76871,94.40,2.90,0.40,0.40,0.00,0.30,0.00
39147,55549,93.80,2.70,0.20,0.60,0.00,0.30,0.01
39149,48902,94.30,2.80,0.30,1.00,0.00,0.40,0.00
39151,374273,88.20,7.10,0.10,0.80,0.00,0.30,0.00
39153,541318,79.10,14.50,0.20,3.00,0.00,0.20,0.01
39155,203341,88.60,8.40,0.20,0.50,0.00,0.30,0.00
39157,92531,96.80,0.90,0.30,0.40,0.00,0.30,0.01
39159,54688,91.70,2.50,0.30,3.20,0.10,0.40,0.00
39161,28262,96.40,1.20,0.20,0.30,0.00,0.30,0.01
39163,13142,97.30,0.50,0.10,0.10,0.00,0.40,0.00
39165,223868,88.90,3.50,0.10,5.20,0.00,0.20,0.01
39167,60871,96.10,1.20,0.50,0.60,0.00,0.30,0.00
39169,115915,95.10,1.40,0.20,1.00,0.00,0.30,0.01
39171,37061,95.50,1.10,0.40,0.60,0.00,0.40,0.02
39173,129504,92.30,2.80,0.20,1.70,0.00,0.30,0.02
39175,22190,97.00,0.30,0.00,0.90,0.00,0.40,0.01
40001,22136,42.90,0.30,43.40,0.60,0.20,1.20,0.04
40003,5877,77.50,2.40,1.90,0.00,0.00,2.90,0.04
40005,13899,73.00,3.70,11.60,0.70,0.10,1.30,0.02
40007,5445,83.60,0.10,0.60,0.00,0.00,0.40,0.15
40009,22971,83.30,3.40,1.50,0.90,0.10,1.30,0.07
40011,9680,79.00,4.00,7.00,0.10,0.00,1.20,0.05
40013,45068,74.60,1.90,15.40,0.50,0.10,0.70,0.03
40015,29437,63.20,2.20,24.60,0.40,0.10,0.90,0.06
40017,132922,81.50,2.40,3.80,3.20,0.00,0.60,0.04
40019,48407,74.20,6.40,7.50,1.10,0.00,0.80,0.03
40021,48404,51.40,1.40,34.50,0.70,0.30,1.30,0.04
40023,14979,63.20,11.40,15.50,0.10,0.20,1.30,0.02
40025,2221,91.40,0.30,0.60,0.20,0.00,0.50,0.07
40027,274024,78.40,4.70,3.70,4.40,0.10,0.40,0.03
40029,5666,69.90,0.20,13.10,0.30,0.00,1.70,0.04
40031,123066,63.40,17.20,5.50,2.40,0.50,0.80,0.06
40033,6000,80.40,2.00,9.00,0.00,0.00,1.90,0.04
40035,14563,66.00,3.00,20.90,0.80,0.40,1.20,0.02
40037,70899,79.70,2.20,11.80,0.60,0.10,0.50,0.01
40039,29169,81.20,3.10,2.20,1.20,0.10,1.00,0.06
40041,41878,65.40,0.30,21.30,1.10,0.10,1.10,0.02
40043,4904,89.50,0.20,0.80,0.50,0.00,0.70,0.00
40045,4102,92.10,0.00,1.90,0.90,0.00,1.20,0.02
40047,62421,82.00,3.20,2.10,0.80,2.80,0.70,0.05
40049,27751,83.00,2.40,5.50,0.60,0.00,0.90,0.02
40051,54351,85.70,2.20,5.20,0.50,0.00,0.70,0.02
40053,4458,89.70,0.20,0.50,0.10,0.10,0.80,0.04
40055,6018,78.00,8.40,3.10,0.00,0.00,2.40,0.08
40057,2758,66.20,7.40,0.30,1.20,0.00,2.40,0.21
40059,3843,93.40,0.10,0.30,0.00,0.00,0.50,0.04
40061,12746,73.40,0.80,14.20,0.60,0.00,1.20,0.02
40063,13519,67.80,6.00,20.00,0.10,0.00,1.20,0.01
40065,25574,69.30,7.30,1.90,1.40,0.00,1.20,0.17
40067,6270,83.70,1.30,7.20,0.10,0.00,1.00,0.05
40069,11039,71.50,1.20,6.10,0.20,0.10,1.20,0.03
40071,45173,78.80,2.00,7.90,0.50,0.00,0.70,0.04
40073,15510,83.30,1.10,3.30,0.00,0.00,0.80,0.09
40075,9127,78.60,3.20,4.60,0.40,0.10,1.70,0.08
40077,10621,67.50,1.10,20.60,0.50,0.00,1.30,0.02
40079,49860,75.80,2.30,10.40,0.50,0.10,0.70,0.03
40081,34759,85.40,1.80,8.00,0.30,0.10,0.50,0.01
40083,45326,82.60,8.70,3.50,0.50,0.10,0.90,0.01
40085,9843,83.80,1.90,6.20,0.80,0.00,1.30,0.03
40087,37919,84.20,1.10,5.70,0.40,0.10,0.70,0.03
40089,33026,64.60,8.00,13.50,0.60,0.80,1.00,0.04
40091,19874,70.10,2.80,16.50,0.20,0.10,1.30,0.01
40093,7730,89.40,0.30,2.60,0.60,0.00,0.60,0.05
40095,16226,70.20,1.60,7.50,0.20,0.00,1.40,0.13
40097,40929,67.50,0.50,14.60,0.40,0.30,1.20,0.01
40099,13797,76.90,1.70,8.40,0.60,0.00,1.40,0.02
40101,69471,59.10,10.80,18.30,0.70,0.00,0.80,0.03
40103,11421,84.50,0.80,7.60,0.00,0.00,1.20,0.01
40105,10448,68.30,2.20,16.50,0.30,0.00,1.70,0.02
40107,12160,64.20,7.70,13.70,0.20,0.00,1.40,0.01
40109,774203,68.70,15.00,2.80,3.30,0.10,0.30,0.05
40111,39121,65.50,8.60,13.60,0.40,0.00,1.00,0.01
40113,47350,65.10,11.30,13.70,0.40,0.10,0.80,0.02
40115,31725,68.30,1.10,15.40,0.70,0.70,0.60,0.03
40117,16448,79.20,1.00,12.50,0.40,0.10,1.00,0.01
40119,80634,81.10,4.00,5.10,4.40,0.10,0.50,0.01
40121,44673,72.20,3.20,7.50,0.40,0.10,0.80,0.03
40123,38289,70.00,2.20,8.80,0.80,0.10,0.90,0.01
40125,71614,76.10,3.20,14.70,0.70,0.10,0.50,0.02
40127,11132,74.40,0.80,13.80,0.40,0.10,1.40,0.01
40129,3734,90.10,0.10,2.20,0.00,0.00,1.00,0.01
40131,90098,74.90,1.10,11.70,1.10,0.10,0.60,0.02
40133,25246,67.90,4.80,20.10,0.20,0.00,0.80,0.02
40135,41364,64.80,2.00,19.20,0.70,0.10,1.00,0.03
40137,44293,84.00,1.80,5.30,0.70,0.00,0.70,0.04
40139,21409,61.30,4.00,0.60,3.00,0.10,0.90,0.29
40141,7591,67.40,8.50,2.30,0.30,0.00,1.40,0.19
40143,637123,70.20,10.00,4.70,3.10,0.10,0.20,0.05
40145,76830,75.60,3.50,8.50,1.40,0.10,0.50,0.02
40147,51867,78.20,2.50,10.50,1.90,0.00,0.70,0.01
40149,11550,90.60,0.10,1.10,0.20,0.00,1.00,0.03
40151,9132,88.40,2.50,1.30,0.90,0.00,1.20,0.02
40153,21140,89.10,0.80,1.50,0.20,0.00,0.90,0.04
41001,15980,93.30,0.90,1.10,0.80,0.40,0.60,0.02
41003,88249,86.60,1.00,0.50,6.60,0.30,0.50,0.02
41005,399962,88.60,1.00,0.70,4.10,0.30,0.30,0.03
41007,38021,90.80,0.80,0.60,0.90,0.30,0.60,0.04
41009,50207,93.00,0.50,1.10,1.20,0.20,0.30,0.01
41011,62921,88.40,1.20,2.20,1.10,0.20,0.70,0.03
41013,21717,92.60,0.50,0.90,0.30,0.40,0.80,0.03
41015,22377,91.60,0.30,2.40,0.50,0.10,1.50,0.02
41017,175321,93.60,0.60,0.50,1.20,0.10,0.40,0.02
41019,107576,92.50,0.40,1.20,0.90,0.10,0.30,0.01
41021,1910,93.40,0.00,5.20,0.00,0.70,1.70,0.01
41023,7209,94.80,0.40,1.00,0.40,0.00,0.70,0.01
41025,7195,90.90,0.80,3.20,0.40,0.10,1.50,0.01
41027,22938,87.40,0.10,0.70,1.90,0.00,0.80,0.08
41029,212070,91.40,0.60,0.90,1.20,0.30,0.30,0.03
41031,22707,70.00,0.80,17.60,0.60,0.40,0.80,0.10
41033,84514,92.20,0.40,1.40,0.60,0.00,0.50,0.02
41035,66018,88.20,0.80,3.40,1.00,0.10,0.50,0.03
41037,7807,91.20,0.30,2.10,1.20,0.00,1.00,0.02
41039,363471,87.70,1.10,1.10,2.60,0.20,0.30,0.03
41041,47307,88.10,0.50,3.20,1.20,0.20,0.70,0.04
41043,121074,91.70,0.40,1.00,1.20,0.10,0.40,0.03
41045,30421,87.10,1.00,1.10,1.60,0.10,1.00,0.08
41047,330453,82.30,1.20,0.90,2.00,0.80,0.60,0.10
41049,11153,87.40,0.30,1.80,0.60,0.30,1.20,0.08
41051,788459,77.80,5.50,0.90,7.00,0.60,0.20,0.04
41053,79666,88.90,1.00,1.60,2.00,0.40,0.70,0.03
41055,1635,96.10,0.80,0.80,0.10,0.00,1.50,0.00
41057,25840,91.80,0.30,0.60,0.70,0.50,0.50,0.03
41059,76736,85.20,0.80,3.10,0.80,0.20,0.50,0.08
41061,25810,92.20,0.80,1.10,1.00,1.20,0.50,0.02
41063,6864,95.60,0.20,0.20,0.30,0.10,0.50,0.01
41065,25687,87.40,0.60,3.90,0.90,0.60,0.50,0.05
41067,572071,77.40,1.90,0.60,9.80,0.40,0.30,0.06
41069,1415,94.30,0.00,1.10,0.40,0.00,1.70,0.01
41071,102366,88.20,1.00,1.20,1.40,0.20,0.50,0.05
42001,101589,92.40,1.40,0.10,0.70,0.00,0.30,0.04
42003,1229605,80.30,12.90,0.10,3.50,0.00,0.10,0.01
42005,66737,97.90,1.00,0.00,0.20,0.00,0.20,0.00
42007,168161,90.60,6.00,0.10,0.50,0.00,0.30,0.01
42009,48891,97.60,0.40,0.10,0.20,0.00,0.20,0.00
42011,415500,82.80,5.10,0.90,1.40,0.00,0.50,0.10
42013,124736,95.70,1.50,0.00,0.70,0.00,0.20,0.00
42015,61546,97.00,0.60,0.10,0.60,0.00,0.20,0.01
42017,626486,88.50,4.00,0.20,4.60,0.00,0.20,0.01
42019,185984,96.10,0.90,0.10,1.20,0.00,0.10,0.00
42021,135871,93.80,3.30,0.00,0.50,0.00,0.30,0.01
42023,4754,97.30,1.20,0.20,0.40,0.00,0.60,0.00
42025,63987,96.20,1.80,0.00,0.50,0.00,0.20,0.00
42027,160646,87.80,4.00,0.10,6.00,0.00,0.30,0.01
42029,514652,85.80,5.90,0.10,4.90,0.00,0.20,0.02
42031,38747,96.80,1.20,0.20,0.50,0.00,0.20,0.00
42033,80539,95.20,2.70,0.20,0.60,0.00,0.20,0.01
42035,39321,96.30,1.50,0.10,0.70,0.00,0.30,0.00
42037,66615,95.10,1.80,0.10,1.20,0.00,0.20,0.01
42039,86847,95.70,1.90,0.10,0.40,0.00,0.20,0.01
42041,245801,88.80,3.70,0.10,4.00,0.00,0.30,0.02
42043,273329,71.40,18.70,0.20,3.90,0.00,0.30,0.04
42045,563384,69.70,21.20,0.10,5.50,0.00,0.20,0.02
42047,30781,98.20,0.50,0.20,0.40,0.00,0.20,0.00
42049,277794,87.10,7.10,0.30,1.60,0.00,0.30,0.02
42051,133160,92.70,4.00,0.00,0.20,0.20,0.30,0.00
42053,7388,62.50,32.00,0.30,0.70,0.00,0.70,0.04
42055,153003,93.00,3.90,0.20,1.00,0.00,0.30,0.01
42057,14631,97.00,1.60,0.30,0.20,0.10,0.30,0.00
42059,37338,94.20,3.40,0.10,0.40,0.00,0.30,0.01
42061,45686,91.90,5.40,0.10,0.50,0.00,0.30,0.01
42063,86551,94.60,2.30,0.20,1.10,0.00,0.30,0.01
42065,44258,98.00,0.60,0.20,0.30,0.00,0.20,0.00
42067,24448,96.80,1.10,0.00,0.30,0.00,0.30,0.01
42069,211960,92.20,2.90,0.10,2.50,0.00,0.30,0.01
42071,536494,88.60,4.30,0.20,2.10,0.00,0.20,0.04
42073,88231,93.00,3.60,0.10,0.50,0.00,0.30,0.00
42075,137616,87.30,2.20,0.10,1.30,0.10,0.40,0.08
42077,360774,78.60,6.90,0.20,3.30,0.00,0.30,0.11
42079,318222,89.10,4.30,0.20,1.20,0.00,0.20,0.05
42081,115398,92.00,4.90,0.10,0.60,0.00,0.30,0.01
42083,42070,94.60,2.60,0.10,0.40,0.00,0.50,0.01
42085,113623,91.20,5.80,0.10,0.70,0.00,0.30,0.00
42087,46452,97.10,0.70,0.10,0.60,0.10,0.20,0.00
42089,167306,77.00,14.10,0.40,2.30,0.00,0.50,0.06
42091,818677,79.90,9.00,0.10,7.30,0.00,0.10,0.02
42093,18302,94.40,1.80,0.00,3.10,0.00,0.30,0.00
42095,300941,86.20,5.40,0.40,2.80,0.00,0.30,0.04
42097,93038,95.20,2.70,0.30,0.30,0.10,0.20,0.01
42099,45878,97.20,0.90,0.20,0.40,0.00,0.20,0.00
42101,1569657,41.60,42.60,0.40,7.10,0.10,0.10,0.08
42103,55687,89.00,6.10,0.10,1.50,0.00,0.50,0.03
42105,17070,97.30,0.40,0.20,0.30,0.00,0.40,0.01
42107,144287,93.80,2.80,0.20,0.50,0.00,0.20,0.02
42109,40570,96.60,0.90,0.10,0.70,0.00,0.20,0.01
42111,75619,95.30,2.80,0.10,0.40,0.00,0.20,0.01
42113,6192,94.00,2.60,0.50,0.50,0.00,1.20,0.01
42115,41716,97.60,0.60,0.20,0.40,0.10,0.10,0.01
42117,41550,97.10,0.60,0.10,0.50,0.00,0.20,0.00
42119,45056,87.40,6.60,0.50,1.70,0.00,0.60,0.03
42121,52880,96.90,0.90,0.00,0.40,0.00,0.20,0.00
42123,40345,97.90,0.50,0.10,0.50,0.00,0.20,0.00
42125,207661,93.70,3.00,0.10,1.00,0.00,0.20,0.00
42127,51656,94.00,3.40,0.30,0.60,0.00,0.30,0.01
42129,356835,94.90,2.40,0.10,0.90,0.00,0.20,0.00
42131,27760,97.20,0.70,0.10,0.40,0.00,0.20,0.00
42133,442216,88.90,5.70,0.10,1.50,0.00,0.20,0.02
44001,49028,94.80,1.40,0.10,2.10,0.00,0.30,0.01
44003,164012,92.40,1.50,0.10,2.50,0.00,0.30,0.01
44005,83204,89.50,3.60,0.30,2.00,0.10,0.40,0.02
44007,633704,73.30,9.60,0.60,4.20,0.10,0.30,0.11
44009,126190,93.20,1.40,0.80,2.00,0.10,0.30,0.01
45001,24788,69.70,27.60,0.10,0.30,0.00,0.70,0.01
45003,165707,70.60,24.70,0.20,1.00,0.00,0.40,0.02
45005,9402,25.10,73.80,0.50,0.00,0.00,0.40,0.00
45007,194174,79.90,16.20,0.20,0.90,0.00,0.30,0.01
45009,14842,36.00,61.50,0.30,0.40,0.00,0.30,0.02
45011,21788,51.70,45.40,0.30,0.50,0.10,0.60,0.02
45013,179316,74.70,18.50,0.20,1.20,0.10,0.40,0.04
45015,204632,67.10,24.10,0.40,2.30,0.10,0.30,0.03
45017,14808,54.90,41.70,0.50,0.00,0.00,0.80,0.02
45019,387847,67.80,27.80,0.10,1.30,0.00,0.20,0.01
45021,56549,74.90,19.90,0.20,0.60,0.10,0.60,0.02
45023,32424,60.60,36.50,0.30,0.40,0.00,0.80,0.00
45025,46127,63.10,32.20,0.40,0.50,0.10,0.70,0.02
45027,34156,49.20,48.60,0.10,0.30,0.00,0.40,0.01
45029,37581,57.00,38.10,0.70,0.00,0.90,0.40,0.02
45031,67572,56.60,40.70,0.30,0.40,0.00,0.60,0.00
45033,31073,47.50,47.30,2.30,0.30,0.00,1.30,0.01
45035,151716,67.90,25.70,0.50,1.90,0.00,0.40,0.02
45037,26620,59.10,36.60,0.40,0.50,0.00,0.50,0.03
45039,22868,39.00,55.10,0.30,0.30,0.00,2.50,0.00
45041,138537,54.30,42.40,0.20,1.30,0.10,0.30,0.01
45043,61065,64.10,31.40,0.10,0.40,0.00,0.70,0.02
45045,490332,75.30,18.20,0.30,2.20,0.10,0.20,0.03
45047,69981,64.00,31.60,0.00,0.90,0.00,0.60,0.02
45049,20066,42.70,53.20,0.20,0.40,0.20,0.60,0.02
45051,310186,80.80,13.70,0.50,1.20,0.10,0.20,0.02
45053,27465,51.50,43.70,0.10,0.70,0.00,0.60,0.03
45055,63734,71.60,24.20,0.20,0.50,0.00,0.50,0.02
45057,86544,74.10,21.80,0.20,1.00,0.10,0.70,0.01
45059,66508,70.00,25.10,0.10,0.30,0.10,0.40,0.03
45061,17897,33.00,64.40,0.40,0.00,0.00,1.10,0.02
45063,281870,79.70,14.50,0.30,1.70,0.10,0.30,0.02
45065,9694,50.00,47.50,0.20,0.40,0.00,0.80,0.00
45067,31765,40.30,56.70,0.50,0.70,0.00,0.40,0.01
